"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","icao_code","iata_code","gps_code","local_code","home_link","wikipedia_link","keywords"
46376,"IN-0021","heliport","Shikra Naval Helibase",18.913345681200003,72.8292113543,,"AS","IN","IN-MM","Mumbai","no",,,,,,,
46377,"IN-0022","heliport","Kunjali Helipad",18.895273369,72.8084939718,,"AS","IN","IN-MM","Mimbai","no",,,,,,,
46481,"IN-0023","small_airport","Amreli Airport",21.621416,71.226309,428,"AS","IN","IN-GJ","Amreli","no",,,,,,"https://en.wikipedia.org/wiki/Amreli_Airport","XAM"
46518,"IN-0024","small_airport","Baramati Airport",18.226944,74.590833,1978,"AS","IN","IN-MM","Pune","yes",,,,"BMT",,,
46512,"IN-0025","medium_airport","Maharshi Valmiki International Airport",26.747736,82.163664,335,"AS","IN","IN-UP","Faizabad","yes","VEAY","AYJ","VEAY",,,"https://en.wikipedia.org/wiki/Ayodhya_Airport","Maharishi Valmiki International"
46515,"IN-0026","small_airport","Korba Airport",22.414166666699998,82.7194444444,1200,"AS","IN","IN-CT","Rumgara","no",,,,,,,
46550,"IN-0027","heliport","Thuampui Helipad",23.745644,92.736828,3214,"AS","IN","IN-MZ","Aizawl","no",,,,,,,"Zemabawk Helipad"
46551,"IN-0028","heliport","Pukpui Helipad",22.942266666699997,92.76885,,"AS","IN","IN-MZ",,"no",,,,,,,"Lunglei,helipad"
46552,"IN-0029","heliport","Sethlun Heliport",22.868383,92.7633,,"AS","IN","IN-MZ","Lunglei","no",,,,,,,
46553,"IN-0030","heliport","Serchhip Helipad",23.32875,92.85606666670002,,"AS","IN","IN-MZ","Serchhip","no",,,,,,,
46554,"IN-0031","heliport","Vairengte Helipad",24.478916666699998,92.7539333333,,"AS","IN","IN-MZ",,"no",,,,,,,
46555,"IN-0032","heliport","Saiha Helipad",22.4885833333,92.98695,,"AS","IN","IN-MZ","Saiha","yes",,,,,,,
46556,"IN-0033","small_airport","Aamby Valley Airport",18.609617,73.377583,2262,"AS","IN","IN-MM","Aamby Valley City","no","VAAV",,"VAAV",,,"https://en.wikipedia.org/wiki/Aamby_Valley_Airport",
